NIR_iPPG,SPG
0.0035464611367680967,-0.0018180312984275495
0.0037165162165462983,-0.001711627592569061
0.0038451874473080516,-0.001594238786025581
0.003926900478654631,-0.0014682553673160035
0.0039574851590677695,-0.0013367047111880466
0.003934305132851923,-0.0012031854519178144
0.0038563368598686313,-0.0010717579642687681
0.0037241962504946887,-0.0009467968521639722
0.0035401121837169863,-0.0008328134255567439
0.0033078474329402644,-0.0007342572145296177
0.0030325689814656694,-0.0006553058834192408
0.0027206712484289623,-0.000599652844296556
0.002379557178966143,-0.0005703018112249376
0.0020173833989005404,-0.0005693777542822774
0.0016427768198324384,-0.0005979642058471585
0.0012645314097844168,-0.0006559772763921116
0.0008912953501376945,-0.0007420864852729452
0.0005312602425129463,-0.0008536911724357503
0.00019186504126952753,-0.0009869587169238604
-0.0001204723184192377,-0.0011369271992273686
-0.00040058315414762634,-0.0012976708354831754
-0.0006447250018411131,-0.0014625219467101803
-0.0008506982209211368,-0.0016243389382770348
-0.0010178958722501922,-0.0017758062543043046
-0.0011472838379350465,-0.001909749935690694
-0.0012413118834559644,-0.002019451495576317
-0.00130376014242223,-0.0020989433425806685
-0.001339528969445142,-0.002143270646774952
-0.001354383002210404,-0.002148706927086355
-0.0013546624852231299,-0.0021129134281080257
-0.0013469764043521491,-0.0020350354129230917
-0.0013378927386835226,-0.0019157317225337919
-0.0013336410851212187,-0.0017571371910157863
-0.001339841963103837,-0.0015627606131639988
-0.0013612752676395177,-0.0013373238172117653
-0.0014016977985226889,-0.0010865498643324578
-0.0014637168684005501,-0.0008169103905371337
-0.00154872395362713,-0.0005353437115503549
-0.0016568892899338724,-0.00024895670230488655
-0.0017872151859982795,3.527539465467644e-05
-0.0019376426737760027,0.0003107965093430861
-0.0021052032081908447,0.0005717302600268306
-0.002286204856292487,0.0008131004489990139
-0.0024764410386603187,0.0010310008347131567
-0.002671409435154708,0.0012227064693011492
-0.0028665290172450028,0.0013867223768997705
-0.0030573441716302543,0.001522769158229694
-0.00323970643902137,0.0016317090093590349
-0.003409926431276346,0.0017154191929849914
